name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,owners_rank,appid
Crafting Tycoon,2017-12-15,0.50962,Armagedoom Games,Armagedoom Games,windows,-0.51125,Single-player,Indie;Simulation;Strategy,Strategy;Indie;Simulation,-0.70668,-0.59568,-0.61634,-0.60557,-0.60643,0-20000,-0.2809,11.0,757440
Samurai of Hyuga Book 3,2017-12-01,0.50962,Hosted Games,Hosted Games,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Indie;Adventure;RPG,0.05858,-0.58615,-0.60461,-0.60557,-0.60643,0-20000,-0.19368,11.0,757450
Broken Reality,2018-11-29,0.50962,Dynamic Media Triad,Digital Tribe,windows,-0.51125,Single-player,Adventure;Indie,Indie;Adventure;Surreal,-0.70668,-0.48078,-0.61048,-0.60557,-0.60643,0-20000,1.15829,11.0,757480
Mapas do Horizonte - Um jogo para conhecer BH,2018-04-13,-26.49217,LED - UFMG,LED,windows,-0.51125,Single-player,Casual;Free to Play;Indie,Free to Play;Indie;Casual,-0.70668,-0.5927,-0.61634,-0.60557,-0.60643,0-20000,-1.3254,11.0,757490
Fadeholm,2018-05-15,0.50962,Enoch;Horbin,Infinite Opal,windows,-0.51125,Single-player;Steam Leaderboards,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure,-0.70668,-0.59568,-0.60754,-0.60557,-0.60643,0-20000,0.4823,11.0,757500
Oedipus Dating Sim,2018-03-12,0.50962,Wholetone Games,Wholetone Games,windows,-0.51125,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Simulation,Simulation;Casual;Dating Sim,-0.50365,-0.59449,-0.61341,-0.60557,-0.60643,0-20000,-0.86966,11.0,757540
Endless Inside,2017-12-22,0.50962,heavenly-roads,heavenly-roads,windows,-0.51125,Single-player;Steam Workshop,Violent;Action;Indie;Simulation,Indie;Action;Simulation,-0.70668,-0.58675,-0.60461,-0.60557,-0.60643,0-20000,-0.06284,11.0,757580
Life Game,2018-11-23,0.50962,Old Town Entertainment,Old Town Entertainment,windows,-0.51125,Single-player,Indie;Simulation;Early Access,Early Access;Simulation;Indie,-0.70668,-0.59032,-0.60754,-0.60557,-0.60643,0-20000,-0.45535,11.0,757590
Hotel Transylvania 3: Monsters Overboard,2018-07-10,0.50962,Torus Games,Outright Games,windows,-0.51125,Single-player;Steam Achievements;Full controller support,Action;Adventure;RPG,Adventure;RPG;Action,-0.31624,-0.5927,-0.61634,-0.60557,-0.60643,0-20000,2.05233,11.0,757600
Big Day,2018-10-02,0.50962,Sonic Shield,Zodiac Interactive,windows;mac,-0.51125,Single-player;Partial Controller Support,Action;Adventure;Indie;RPG;Early Access,Early Access;Indie;Action,-0.70668,-0.54745,-0.50776,-0.60557,-0.60643,0-20000,0.24244,11.0,757630
Blitz Freak,2018-08-06,0.50962,ActEvolve Inc.,ActEvolve Inc.,windows,-0.51125,Online Multi-Player;Online Co-op,Action,Action;VR,-0.70668,-0.59449,-0.61634,-0.60557,-0.60643,0-20000,0.02438,11.0,757670
Limit of defense,2017-12-16,0.50962,Jl Apps,Jl Apps,windows,-0.51125,Single-player,Indie,Indie,-0.70668,-0.59568,-0.61634,-0.60557,-0.60643,0-20000,-0.86966,11.0,757690
Dungeon's Barrage,2017-12-21,0.50962,Jonathan Rocha,Jonathan Rocha,windows,-0.51125,Single-player,Action;Casual;Indie,Action;Indie;Casual,-0.70668,-0.58437,-0.61928,-0.60557,-0.60643,0-20000,-1.15314,11.0,757700
Evil Come,2017-12-21,0.50962,oksdev,oksdev,windows,-0.51125,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Indie;Casual,-0.0195,-0.55698,-0.53418,-0.60557,-0.60643,0-20000,-0.86966,11.0,757720
Shadowcrawl,2018-08-08,0.50962,Wicked Cake Games,Wicked Cake Games,windows,-0.51125,Single-player;Partial Controller Support,Action;Adventure;Indie;RPG;Strategy,Strategy;Action;Indie,-0.05074,-0.59032,-0.61634,-0.60557,-0.60643,0-20000,-0.2809,11.0,757730
Sector 452,2018-03-01,0.50962,Joseph Lee,Nodical Games,windows,-0.51125,Online Multi-Player;Partial Controller Support;Includes level editor,Action;Indie;Early Access,Early Access;Action;Indie,-0.70668,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,757780
Mahlone One,2018-01-23,0.50962,VM World Studio,VM World Studio,windows,16.7753,Single-player;Multi-player;Local Multi-Player;Steam Workshop;Steam Cloud,Free to Play;Massively Multiplayer,Free to Play;Massively Multiplayer;Zombies,-0.70668,-0.55162,-0.37571,-0.60557,-0.60643,50000-100000,-1.3254,9.0,757810
Elbub,2017-12-08,0.50962,Mykhail Konokh,Mykhail Konokh,windows,-0.51125,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual;Relaxing,-0.26939,-0.58556,-0.59287,-0.60557,-0.60643,0-20000,-0.97869,11.0,757860
Australian trip,2017-12-19,0.50962,SergioPoverony,SergioPoverony,windows;linux,-0.51125,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Indie;Action;Adventure,-0.56612,-0.58377,-0.59874,-0.60557,-0.60643,0-20000,-0.45535,11.0,757870
Away,2018-10-31,0.50962,Inversion Software,Inversion Software,windows,-0.51125,Single-player;Steam Achievements;Captions available,Adventure;Casual,Adventure;Casual;Free to Play,-0.69106,-0.53317,-0.48722,-0.60557,-0.60643,0-20000,-1.3254,11.0,757910
Disassembly Line,2017-12-24,0.50962,Bumfuzzled Gibbons,Bumfuzzled Gibbons,windows;mac;linux,-0.51125,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,Action,Action;Top-Down;Indie,-0.70668,-0.59568,-0.61341,-0.60557,-0.60643,0-20000,-0.45535,11.0,757990
DMD Mars Mission,2018-02-22,0.50962,FockaGames,FockaGames,windows,-0.51125,Single-player;Steam Achievements,Action;Adventure;Indie,Action;Adventure;Indie,-0.51927,-0.5933,-0.60461,-0.60557,-0.60643,0-20000,0.02438,11.0,758020
Internet Simulator,2018-03-15,-26.49217,Kavkaz Sila Game,Kavkaz Sila Game,windows,25.41858,Single-player;Steam Achievements,Indie;Simulation,Indie;Simulation;Violent,-0.40994,-0.58496,-0.56646,-0.60557,-0.60643,0-20000,-0.86966,11.0,758050
Kill the Superweapon,2018-03-05,0.50962,Renegade Sector Games,Renegade Sector Games,windows;mac,-0.51125,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Twin Stick Shooter,-0.5505,-0.59032,-0.61634,-0.60557,-0.60643,0-20000,-0.06284,11.0,758070
BloodLust 2: Nemesis,2018-08-23,0.50962,WRF Studios,WRF Studios,windows,-0.51125,Single-player;Steam Achievements,Action;Indie;RPG;Early Access,Early Access;Action;Vampire,-0.33186,-0.57901,-0.60461,-0.60557,-0.60643,0-20000,1.15829,11.0,758080
茂伸奇谈 / Monobeno,2018-01-26,-26.49217,Lose,HIKARI FIELD,windows,-0.51125,Single-player;Steam Trading Cards;Steam Cloud,Adventure,Visual Novel;Anime;Adventure,-0.70668,-0.3879,-0.60167,-0.60557,-0.60643,0-20000,2.92456,11.0,758090
E-Startup,2018-04-26,0.50962,Polytale,Polytale,windows,-0.51125,Single-player;Steam Achievements,Indie;Simulation;Strategy,Indie;Simulation;Strategy,-0.5505,-0.55043,-0.52244,-0.60557,-0.60643,0-20000,-0.86966,11.0,758100
RC Fun City,2018-01-06,0.50962,Lotte|EoD,Agger Interactive,windows;mac;linux,-0.51125,Single-player;Partial Controller Support,Action;Casual;Indie;Racing;Simulation;Sports,Casual;Simulation;Racing,-0.70668,-0.58913,-0.59287,-0.60557,-0.60643,0-20000,-0.69521,11.0,758120
The Plague,2017-12-24,0.50962,Nalu Zou,Nalu Zou,windows,-0.51125,Single-player,Action;Indie,Action;Indie,-0.70668,-0.59568,-0.61634,-0.60557,-0.60643,0-20000,-0.2809,11.0,758140
McRogue,2018-02-02,0.50962,Snare Games,Snare Games,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;Early Access,Early Access;Indie;Action,-0.285,-0.59091,-0.60754,-0.60557,-0.60643,0-20000,-0.86966,11.0,758150
Krampus Quest,2017-12-20,0.50962,Frozen Rose,Frozen Rose,windows,-0.51125,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,-0.56612,-0.59151,-0.61341,-0.60557,-0.60643,0-20000,-0.69521,11.0,758170
Dragon Cliff,2018-05-11,0.50962,Meta Interaction,Meta Interaction,windows;mac,-0.51125,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;RPG;Simulation;Strategy,RPG;Strategy;Adventure,0.38655,0.26757,-0.00595,10.05824,10.94862,200000-500000,0.24244,7.0,758190
Escape Room,2017-12-11,0.50962,OneTechAsia,OneTechAsia,windows,-0.51125,Single-player,Adventure;Simulation;Early Access,Early Access;Adventure;Simulation,-0.70668,-0.5927,-0.56939,-0.60557,-0.60643,0-20000,-1.3254,11.0,758210
Osmorrow,2017-12-27,0.50962,Night Apparatus,Night Apparatus,windows;linux,-0.51125,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,Adventure;Action;Indie,-0.61297,-0.5927,-0.61634,-0.60557,-0.60643,0-20000,-0.45535,11.0,758220
Taste of Power,2018-12-01,0.50962,OneOcean LLC,OneOcean LLC,windows;mac;linux,-0.51125,Single-player,Indie;Strategy;Early Access,Early Access;Strategy;Indie,-0.69106,-0.58853,-0.61048,-0.60557,-0.60643,0-20000,1.15829,11.0,758250
Drunkenpants,2018-01-05,0.50962,Firetail Games,Firetail Games,windows,25.41858,Single-player;Multi-player;Local Multi-Player;Partial Controller Support,Violent;Gore;Action;Indie;Early Access,Early Access;Action;Indie,-0.70668,-0.58853,-0.61928,-0.60557,-0.60643,0-20000,-1.3254,11.0,758280
Cursed Lands,2018-05-18,0.50962,Winter Wolves,Winter Wolves,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Cloud,Sexual Content;Nudity;RPG,Sexual Content;Nudity;RPG,0.04297,-0.57603,-0.5958,-0.60557,-0.60643,0-20000,2.92456,11.0,758320
Shenmue I & II,2018-08-21,0.50962,D3T,SEGA,windows,-0.51125,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;RPG,Adventure;Open World;Action,0.15229,-0.15988,-0.42853,-0.18112,-0.17047,20000-50000,4.12389,10.0,758330
Through the Ages,2018-03-26,0.50962,CGE Digital,CGE Digital,windows;mac,-0.51125,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Turn Notifications,Indie;Strategy,Strategy;Indie;Card Game,0.63644,-0.3373,-0.45788,-0.60557,-0.60643,20000-50000,1.37635,10.0,758370
The Ultimate Heist,2017-12-21,0.50962,Smash Game Studios,Smash Game Studios,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;Simulation,Action;Adventure;Casual,-0.5505,-0.59091,-0.60167,-0.60557,-0.60643,0-20000,-1.15314,11.0,758400
AO International Tennis,2018-05-07,0.50962,Big Ant Studios,Big Ant Studios,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Sports,Tennis;Sports,-0.23815,-0.51531,-0.44614,-0.60557,-0.60643,0-20000,3.03359,11.0,758410
Africa Hunting,2017-12-06,0.50962,"Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,-0.51125,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Indie;Action;Casual,-0.58174,-0.58675,-0.56352,-0.60557,-0.60643,0-20000,-1.15314,11.0,758470
Ukrainian ball in search of gas,2017-12-08,0.50962,"Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,-0.51125,Single-player,Adventure;Casual;Indie;Simulation,Adventure;Indie;Casual,-0.70668,-0.56889,-0.58113,-0.60557,-0.60643,0-20000,-1.15314,11.0,758480
Loot Box Quest,2017-12-13,0.50962,Going Loud Studios,Going Loud Studios,windows,-0.51125,Single-player;Steam Achievements;Steam Cloud,Casual,Casual;Clicker;Satire,-0.47242,-0.46589,-0.58993,0.66778,0.70146,0-20000,-1.15314,11.0,758500
Sprout,2018-01-05,0.50962,Jeff Nusz;Mindful Mammoth,Mindful Mammoth,windows;mac,-0.51125,Single-player;Steam Achievements;Steam Leaderboards,Adventure;Casual;Free to Play;Indie;Strategy,Free to Play;Casual;Adventure,-0.65983,-0.0938,-0.51363,-0.54493,-0.54415,50000-100000,-1.3254,9.0,758530
Versus World,2018-01-30,0.50962,Two Zoos,Two Zoos,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Stats,Violent;Gore;Action;Indie;Early Access,Early Access;Indie;Action,-0.70668,-0.55936,-0.59874,-0.60557,-0.60643,0-20000,-1.3254,11.0,758560
TOMORROW DON'T COME - Puzzling Depression,2018-03-05,0.50962,Peace & Love Games,Peace & Love Games,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Casual;Indie,Indie;Casual;Adventure,-0.36309,-0.55519,-0.59874,-0.60557,-0.60643,0-20000,-0.89147,11.0,758570
Grim Tales: The Wishes Collector's Edition,2017-12-04,0.50962,Elephant Games,Big Fish Games,windows,-0.51125,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,-0.70668,-0.5927,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,758580
League of Light: Silent Mountain Collector's Edition,2017-12-06,0.50962,Mariaglorum,Big Fish Games,windows,-0.51125,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,-0.70668,-0.59449,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,758590
Christmas Stories: Hans Christian Andersen's Tin Soldier Collector's Edition,2017-12-08,0.50962,Elephant Games,Big Fish Games,windows,-0.51125,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,-0.70668,-0.59449,-0.61341,-0.60557,-0.60643,0-20000,0.24244,11.0,758600
Botanica: Earthbound Collector's Edition,2018-01-08,0.50962,Boomzap Entertainment,Big Fish Games,windows,-0.51125,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,-0.70668,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,758610
Shadow Wolf Mysteries: Bane of the Family Collector's Edition,2017-12-13,0.50962,ERS G Studios,Big Fish Games,windows,-0.51125,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,-0.70668,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,758620
Cadenza: The Kiss of Death Collector's Edition,2017-12-15,0.50962,Mad Head Games,Big Fish Games,windows,-0.51125,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,-0.70668,-0.59389,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,758630
Haunted Train: Frozen in Time Collector's Edition,2017-12-20,0.50962,Deep Shadows Games,Big Fish Games,windows,-0.51125,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,-0.70668,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,0.24244,11.0,758650
NeverBound,2018-03-26,0.50962,Enthusiast Games,Enthusiast Games,windows,-0.51125,Single-player;Steam Achievements,Violent;Action;Indie;Early Access,Early Access;Action;Indie,-0.67544,-0.58437,-0.61634,-0.60557,-0.60643,0-20000,2.05233,11.0,758660
Half Past Impossible,2017-12-15,0.50962,StarSystemStudios™,StarSystemStudios™,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Stats,Gore;Action;Indie;Strategy,Action;Indie;Gore,0.04297,-0.58258,-0.58406,-0.60557,-0.60643,0-20000,-0.69521,11.0,758700
Paw Patrol: On A Roll!,2018-10-23,0.50962,Torus Games,Outright Games,windows,-0.51125,Single-player;Partial Controller Support,Action;Adventure;Casual,Action;Family Friendly;Casual,-0.48803,-0.57782,-0.60167,-0.60557,-0.60643,0-20000,4.12389,11.0,758730
Musical Reflex,2018-04-16,0.50962,Eross Video Games,Eross Video Games,windows,-0.51125,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie,Indie;Casual;Music,-0.50365,-0.59389,-0.61341,-0.60557,-0.60643,0-20000,-0.95688,11.0,758790
Kynseed,2018-11-08,0.50962,PixelCount Studios,PixelCount Studios,windows,-0.51125,Single-player;Full controller support,Indie;RPG;Simulation;Early Access,Early Access;RPG;Simulation,-0.70668,-0.40576,-0.49896,-0.60557,-0.60643,0-20000,0.30786,11.0,758870
RedSun RTS,2018-10-30,0.50962,Yuri Eletskikh,redsungames,windows;mac,-0.51125,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Steam Leaderboards,Indie;Massively Multiplayer;Strategy,Strategy;Massively Multiplayer;Indie,-0.39433,-0.59211,-0.60167,-0.60557,-0.60643,0-20000,-0.69521,11.0,758880
Action Rush,2017-12-15,0.50962,TheElvenTale Games,TheElvenTale Games,windows,-0.51125,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,-0.39433,-0.58556,-0.5958,-0.60557,-0.60643,0-20000,-1.15096,11.0,758920
Captain Forever Trilogy,2018-05-22,0.50962,Farbs,Farbs,windows,-0.51125,Single-player,Action;Strategy,Strategy;Action;2D,-0.70668,-0.56055,-0.60461,-0.60557,-0.60643,0-20000,0.24244,11.0,758930
Downtown Casino Poker Leagues : Texas Hold'em Poker Tournaments,2018-04-04,0.50962,DYNAMICNEXT,DYNAMICNEXT,windows;mac,-0.51125,Single-player;Multi-player;Online Multi-Player;Steam Achievements;In-App Purchases;Stats;Steam Leaderboards,Casual;Free to Play;Indie;Massively Multiplayer;Simulation,Free to Play;Massively Multiplayer;Simulation,-0.31624,-0.54507,-0.5019,-0.4277,-0.42374,20000-50000,-1.3254,10.0,758980
Ancient Warfare 3,2017-12-21,0.50962,Jannik Nickel,Jannik Nickel,windows;mac;linux,-0.51125,Single-player;Steam Workshop;Includes level editor,Action;Indie;Simulation;Strategy;Early Access,Early Access;Action;Strategy,-0.1913,-0.50221,-0.52244,-0.60557,-0.60643,0-20000,0.02438,11.0,758990
.projekt,2018-03-17,0.50962,Kyrylo Kuzyk,Kyrylo Kuzyk,windows;mac,-0.51125,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,-0.61297,-0.56055,-0.59874,-0.60557,-0.60643,0-20000,-0.45535,11.0,759000
Escape,2018-01-28,0.50962,Ragdoll Inc,Ragdoll Inc,windows;mac,-0.51125,Single-player;Steam Achievements,Action;Adventure;Indie,Action;Adventure;Indie,-0.58174,-0.58913,-0.57526,-0.60557,-0.60643,0-20000,-0.86966,11.0,759010
WaywaY,2017-12-01,0.50962,ritokergame,ritokergame,windows,-0.51125,Single-player,Action;Casual;Indie;Early Access,Early Access;Indie;Action,-0.58174,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,-0.95688,11.0,759030
Planet Guardian VR,2018-01-23,0.50962,Shy Robot Games,Shy Robot Games,windows,-0.51125,Single-player,Action;Early Access,Early Access;Action;VR,-0.70668,-0.59449,-0.61928,-0.60557,-0.60643,0-20000,-0.01705,11.0,759040
Ground Runner: Trials,2018-10-25,0.50962,Astrofish Games,Astrofish Games Ltd,windows,-0.51125,Single-player,Action;Indie,Action;Indie;FPS,-0.70668,-0.58794,-0.60167,-0.60557,-0.60643,0-20000,2.05233,11.0,759060
Swap Roles,2017-12-11,0.50962,Peace,Peace,windows,-0.51125,Single-player,Gore;Adventure;Indie,Adventure;Indie;Gore,-0.70668,-0.58437,-0.587,-0.60557,-0.60643,0-20000,-0.86966,11.0,759090
Dungeons & Vampires,2018-10-16,0.50962,Angry games,Angry games,windows,-0.51125,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG,Casual;Adventure;Indie,-0.00389,-0.58794,-0.60167,-0.60557,-0.60643,0-20000,-0.86966,11.0,759160
Hinedere Beat,2018-09-17,0.50962,Blaze Epic,Blaze Epic,windows,-0.51125,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,-0.53489,-0.59389,-0.61634,-0.60557,-0.60643,0-20000,-0.95688,11.0,759220
Go All Out!,2018-03-29,0.50962,Blue Sunset Games,Saurus Digital,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie,-0.25377,-0.58913,-0.60754,-0.60557,-0.60643,0-20000,0.24244,11.0,759260
Learn Japanese To Survive! Kanji Combat,2018-08-01,0.50962,Sleepy Duck,Sleepy Duck,windows;mac,-0.51125,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG;Strategy,Adventure;Indie;RPG,-0.70668,-0.56234,-0.58993,-0.60557,-0.60643,0-20000,0.02438,11.0,759440
Meow Go,2017-12-14,0.50962,Youxicehuahuisuo,tengenstudio,windows,-0.51125,Single-player;Steam Achievements,Sexual Content;Nudity;Action;Casual;Indie,Sexual Content;Nudity;Action,0.83946,-0.52483,-0.42266,-0.60557,-0.60643,20000-50000,-1.15314,10.0,759460
Dragon Hunter,2017-12-21,0.50962,For Kids,For Kids,windows;mac;linux,-0.51125,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,0.52711,-0.58675,-0.60167,-0.60557,-0.60643,0-20000,-0.86748,11.0,759500
Struckd - 3D Game Creator,2018-02-02,0.50962,Struckd AG,Struckd AG,windows,-0.51125,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Includes level editor,Action;Adventure;Casual;Racing;RPG;Early Access,Early Access;Free to Play;Action,-0.70668,-0.51709,-0.38745,-0.60557,-0.60643,50000-100000,-1.3254,9.0,759530
Wanted Killer VR,2018-05-23,0.50962,Playsnak,Playsnak,windows,-0.51125,Single-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Bullet Time,-0.11321,-0.54626,-0.58406,-0.60557,-0.60643,0-20000,0.19883,11.0,759540
House of Evil,2017-12-20,0.50962,Trokhin Viktor,indie_games_studio,windows,-0.51125,Single-player,Violent;Gore;Adventure;Indie;Simulation,Adventure;Indie;Violent,-0.70668,-0.58079,-0.5107,-0.60557,-0.60643,0-20000,-0.69521,11.0,759610
