name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,owners_rank,appid
Skyshine's BEDLAM,2015-09-16,0.50962,Skyshine Games,Versus Evil,windows;mac,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;Strategy,Strategy;Indie;Turn-Based,-0.37871,-0.3117,0.2699,-0.20133,-0.19123,50000-100000,1.9433,9.0,367600
UfoPilot : Astro-Creeps Elite,2015-05-05,0.50962,nornware AB,nornware AB,windows,-0.51125,Single-player;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie,-0.70668,-0.59449,-0.61634,-0.60557,-0.60643,0-20000,-0.45535,11.0,367660
Controller Companion,2015-05-04,0.50962,Koga Tech Limited,Koga Tech Limited,windows,-0.51125,Full controller support;Steam Workshop,Utilities,Utilities;Controller;Software,-0.70668,0.35866,-0.18202,-0.59344,-0.58151,100000-200000,-0.89147,8.0,367670
SHOFER Race Driver,2015-06-30,0.50962,Zhoori Maang Entertainment,Zhoori Maang Entertainment,windows,-0.51125,Single-player,Indie;Racing;Simulation;Sports,Racing;Indie;Simulation,-0.31624,-0.58556,-0.43733,-0.60557,-0.60643,0-20000,0.02438,11.0,367700
Afterlife Empire,2015-08-21,0.50962,Autobotika;Game Nation Inc,The Fine Young Capitalists,windows;mac,-0.51125,Single-player,Casual;Indie;Strategy,Casual;Indie;Strategy,-0.58174,-0.56948,-0.50483,-0.60557,-0.60643,0-20000,-0.45535,11.0,367710
Aero's Quest,2015-06-08,0.50962,Soloweb Studios;Ravens Eye Studio,Soloweb Studios,windows;mac,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Steam Turn Notifications,Action;Indie,Action;Indie;Side Scroller,-0.48803,-0.56293,-0.51657,-0.60557,-0.60643,0-20000,-0.45535,11.0,367780
Diamond Deeps,2015-06-01,0.50962,BIT-GEN,BIT-GEN,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Includes level editor,Action;Casual;Indie,Casual;Action;Indie,-0.61297,-0.59151,-0.60754,-0.60557,-0.60643,0-20000,-0.45535,11.0,367800
Decromancer,2015-10-13,0.50962,UNIT9,UNIT9,windows,-0.51125,Single-player,RPG;Early Access,Early Access;RPG;Card Game,-0.70668,-0.59032,-0.61341,-0.60557,-0.60643,0-20000,0.19883,11.0,367820
3D Paraglider,2015-08-03,0.50962,khos85,khos85,windows;mac;linux,-0.51125,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Simulation;Sports,Simulation;Action;Sports,-0.62859,-0.5927,-0.56646,-0.60557,-0.60643,0-20000,-0.97869,11.0,367990
100ft Robot Golf,2017-03-16,0.50962,No Goblin,No Goblin,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Sports,Indie;Sports;Action,-0.47242,-0.55519,-0.55765,-0.3509,-0.34485,0-20000,0.24244,11.0,368000
Almightree: The Last Dreamer,2015-09-07,0.50962,Chocoarts,Digital Tribe,windows;mac;linux,-0.51125,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Action;Indie;Strategy,-0.42556,-0.54448,-0.54885,-0.60557,-0.60643,20000-50000,-0.45535,10.0,368050
Sniper Ghost Warrior 3,2017-04-24,0.50962,CI Games,CI Games,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud,Violent;Action,Sniper;Action;Open World,0.04297,1.17428,6.6145,6.67072,6.86719,200000-500000,3.86222,7.0,368070
Aurion: Legacy of the Kori-Odan,2016-04-14,0.50962,Kiro'o Games,Dear Villagers,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Adventure;Indie;RPG,Indie;Action;RPG,1.77652,-0.5034,-0.39625,1.51264,1.56923,50000-100000,1.07106,9.0,368080
Tobari and the Night of the Curious Moon,2015-05-26,0.50962,desunoya,Sekai Project,windows;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Indie;Adventure;Platformer,0.04297,-0.56651,-0.58993,-0.60557,-0.60643,0-20000,0.19883,11.0,368140
Rising Angels: Hope,2016-03-18,0.50962,IDHAS Studios,Sekai Project,windows;mac;linux,-0.51125,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,-0.70668,-0.58496,-0.60754,-0.60557,-0.60643,0-20000,1.07106,11.0,368150
WORLD END ECONOMiCA episode.02,2015-07-21,0.50962,Spicy Tails,Sekai Project,windows;mac;linux,-0.51125,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual;Visual Novel,-0.70668,-0.49983,-0.5958,2.49898,2.58232,20000-50000,0.853,10.0,368160
Polyball,2017-12-01,0.50962,Studio Monolith,Studio Monolith,windows;mac;linux,-0.51125,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Casual;Indie;Racing;Simulation,Racing;Indie;Action,-0.1913,-0.50161,-0.5195,-0.60557,-0.60643,0-20000,1.07106,11.0,368180
Close Combat - Panthers in the Fog,2015-05-14,0.50962,Matrix Games,Slitherine Ltd.,windows,-0.51125,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;World War II,-0.70668,-0.56412,-0.51657,-0.60557,-0.60643,0-20000,5.21418,11.0,368220
Kingdom: Classic,2015-10-21,0.50962,Noio;Licorice,Raw Fury,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Strategy;Pixel Graphics;Survival,-0.17568,5.1631,2.98147,0.40503,0.21982,2000000-5000000,-0.45535,4.0,368230
Valiant: Resurrection,2015-05-08,0.50962,Warfare Studios,Aldorlea Games,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,RPG;Indie;RPGMaker,-0.50365,-0.58198,-0.60167,-0.60557,-0.60643,0-20000,0.19883,11.0,368250
Visibility,2015-05-25,0.50962,Zeritum,Zeritum,windows,-0.51125,Single-player;Steam Achievements,Free to Play;Indie,Indie;Free to Play;Platformer,-0.44118,-0.56948,-0.54591,-0.60153,-0.60227,20000-50000,-1.3254,10.0,368290
Marble Muse,2015-08-14,0.50962,Ketos Games,Ketos Games,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Includes level editor,Casual;Indie;Simulation,Indie;Casual;Simulation,-0.5505,-0.59032,-0.61048,-0.60557,-0.60643,0-20000,-0.45535,11.0,368310
CrossCode,2018-09-20,0.50962,Radical Fish Games,Deck13;WhisperGames;DANGEN Entertainment;Mayflower Entertainment,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,Action RPG;Pixel Graphics;RPG,0.63644,3.10677,0.36674,-0.60557,-0.60643,200000-500000,1.9433,7.0,368340
60 Seconds!,2015-05-25,0.50962,Robot Gentleman,Robot Gentleman,windows;mac,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie;Simulation;Strategy,Survival;Post-apocalyptic;Singleplayer,0.16791,2.69539,3.75914,0.32822,0.3693,500000-1000000,0.19883,6.0,368360
Her Story,2015-06-24,0.50962,Sam Barlow,Sam Barlow,windows;mac,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Simulation,Detective;FMV;Indie,-0.50365,2.29175,0.97421,-0.10836,-0.00023,200000-500000,-0.23729,7.0,368370
The Darkside Detective,2017-07-27,0.50962,Spooky Doorway,Spooky Doorway,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Point & Click,-0.23815,-0.19084,-0.52537,-0.60557,-0.60643,50000-100000,0.853,9.0,368390
Through the Woods,2016-10-27,0.50962,Antagonist,1C Entertainment,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Horror;Adventure;Indie,-0.285,-0.32122,-0.13801,-0.60557,-0.60643,20000-50000,2.16136,10.0,368430
Rememoried,2015-08-31,0.50962,Vladimir Kudelka,Hangonit,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Adventure;Surreal,-0.65983,-0.52662,-0.36397,-0.60557,-0.60643,0-20000,0.19883,11.0,368450
GeoVox,2015-05-22,0.50962,"Axis Game Factory, Inc.","Axis Game Factory, Inc.",windows,-0.51125,Full controller support;Includes level editor,Animation & Modeling;Design & Illustration;Education;Photo Editing;Software Training;Utilities;Video Production,Software Training;Animation & Modeling;Utilities,-0.70668,-0.5802,-0.54885,-0.60557,-0.60643,0-20000,2.92456,11.0,368470
Assassin's Creed® Syndicate,2015-11-18,0.50962,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft,windows,-0.51125,Single-player;In-App Purchases;Partial Controller Support,Action;Adventure,Assassin;Open World;Action,-0.70668,3.69259,6.39734,1.67433,2.21694,500000-1000000,6.08642,6.0,368500
Beat Da Beat,2016-03-10,0.50962,2 players,Nekki Limited,windows,-0.51125,Single-player;Steam Achievements;Steam Leaderboards,Indie,Indie;Bullet Hell;Arcade,-0.5505,-0.40933,-0.57526,-0.60557,-0.60643,0-20000,-0.97869,11.0,368570
Albert and Otto,2015-10-28,0.50962,K Bros Games,K Bros Games,windows;mac,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie,Indie;Puzzle;Dark,-0.51927,-0.37421,-0.07344,0.67587,0.74298,100000-200000,-0.45535,8.0,368590
Terra Nova: Strike Force Centauri,2015-07-23,0.50962,Looking Glass Studios,Nightdive Studios,windows;mac;linux,-0.51125,Single-player;Steam Trading Cards,Action;Simulation,Simulation;Action;Classic,-0.70668,-0.56948,-0.61634,-0.60557,-0.60643,20000-50000,-0.2809,10.0,368600
The Enchanted Cave 2,2015-06-03,0.50962,dustinaux,dustinaux;Leiting Games,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG,RPG;Indie;Dungeon Crawler,-0.31624,-0.40695,-0.48135,0.27971,0.30286,20000-50000,0.24244,10.0,368610
Timespinner,2018-09-25,0.50962,Lunar Ray Games,Chucklefish,windows;mac;linux,-0.51125,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Metroidvania;Indie;Adventure,-0.12883,-0.28669,-0.37571,-0.59344,-0.59397,20000-50000,1.9433,10.0,368620
htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ-,2016-05-18,0.50962,"Nippon Ichi Software, Inc.","NIS America, Inc.",windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Strategy,Adventure;Strategy;Cute,-0.33186,-0.44327,-0.42853,-0.60557,-0.60643,20000-50000,0.19883,10.0,368640
Dark Echo,2015-05-11,0.50962,RAC7 Games,RAC7 Games,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle,-0.65983,-0.2605,-0.49016,-0.60557,-0.60643,20000-50000,-0.89147,10.0,368650
Super Mutant Alien Assault,2016-07-11,0.50962,Cybernate,Fellow Traveller,windows,-0.51125,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,-0.44118,-0.54745,-0.60754,-0.60557,-0.60643,0-20000,0.24244,11.0,368680
Chronoclysm,2015-11-12,0.50962,Zed-ex,Zed-ex,windows;linux,-0.51125,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Workshop;Partial Controller Support;Includes level editor,Action;Indie,Indie;Action;4 Player Local,-0.70668,-0.59151,-0.59874,-0.60557,-0.60643,0-20000,-0.45535,11.0,368690
Mysterious Space,2015-05-15,0.50962,Ben Hendel-Doying,benmakesgames.com,windows,-0.51125,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Indie;Action;Rogue-lite,-0.03512,-0.58675,-0.61048,-0.60557,-0.60643,0-20000,0.20101,11.0,368700
Power of Love,2015-07-21,0.50962,Yang Sun,Yang Sun,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor,Casual;Indie;Strategy,Casual;Strategy;Indie,-0.61297,-0.56531,-0.55178,0.45354,0.51046,20000-50000,-1.15314,10.0,368710
Sirius,2015-06-01,0.50962,Digital Dawn Studios,Digital Dawn Studios,windows,-0.51125,Single-player;Steam Trading Cards,Action;Adventure;Indie;Simulation;Early Access,Early Access;Action;Simulation,-0.70668,-0.53257,-0.37864,0.14227,0.1617,100000-200000,-0.45535,8.0,368720
No Time To Explain Remastered,2015-07-17,0.50962,tinyBuild,tinyBuild,windows;mac;linux,-0.51125,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Casual;Indie,Indie;Casual;Action,-0.56612,0.32711,0.54869,-0.04368,0.15754,500000-1000000,1.07106,6.0,368730
Obliteracers,2016-02-23,0.50962,Varkian Empire,Varkian Empire;Deck13,windows,-0.51125,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Racing,Racing;Indie;Local Multiplayer,-0.50365,-0.50459,-0.45788,-0.60557,-0.60643,20000-50000,1.07106,10.0,368740
Playing History: Vikings,2015-07-01,0.50962,Serious Games Interactive,Serious Games Interactive,windows;mac,-0.51125,Single-player;Steam Achievements;Captions available,Adventure;Indie;RPG,Adventure;Indie;RPG,-0.285,-0.58615,-0.56939,-0.60557,-0.60643,20000-50000,-0.89147,10.0,368760
President for a Day - Floodings,2015-08-12,0.50962,Serious Games Interactive,Serious Games Interactive,windows;mac,-0.51125,Single-player;Steam Achievements;Stats,Casual;Indie;Strategy,Casual;Strategy;Indie,-0.56612,-0.5802,-0.56059,-0.58536,-0.58567,20000-50000,-0.89147,10.0,368770
President for a Day - Corruption,2015-08-05,0.50962,Serious Games Interactive,Serious Games Interactive,windows;mac,-0.51125,Single-player;Steam Achievements,Casual;Indie;Strategy,Casual;Indie;Strategy,-0.62859,-0.58139,-0.54885,-0.60557,-0.60643,20000-50000,-0.89147,10.0,368780
Adventure in the Tower of Flight,2015-12-23,0.50962,"Pixel Barrage Entertainment, Inc.","Pixel Barrage Entertainment, Inc.",windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Adventure;Action;Indie,-0.26939,-0.55222,-0.587,-0.60557,-0.60643,0-20000,-0.45535,11.0,368830
Garbage Day,2016-01-18,0.50962,Svajūnas Žemaitis,Svajūnas Žemaitis,windows;mac,-0.51125,Single-player,Action;Indie;Early Access,Early Access;Action;Sandbox,-0.70668,-0.45339,0.69835,-0.54089,-0.53999,20000-50000,1.07106,10.0,368860
Mystery Maze Of Balthasar Castle,2015-07-10,0.50962,Caipirinha Games;DevQ1,Libredia,windows;mac;linux,-0.51125,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Casual,Adventure;Casual;Family Friendly,-0.70668,-0.59211,-0.60461,-0.60557,-0.60643,0-20000,-0.45535,11.0,368880
AR-K: The Great Escape,2015-07-14,0.50962,GATO STUDIO,GATO STUDIO,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,-0.5505,-0.54269,-0.60167,-0.60557,-0.60643,0-20000,-0.06284,11.0,368890
Jigoku Kisetsukan: Sense of the Seasons,2015-05-12,0.50962,Emad,Emad,windows,-0.51125,Single-player;Steam Achievements;Partial Controller Support,Free to Play;Indie,Bullet Hell;Free to Play;Anime,-0.37871,0.35747,-0.273,0.05334,0.13263,200000-500000,-1.3254,7.0,368950
Haywire on Fuel Station Zeta,2015-09-24,0.50962,Mad Goblin Games,Mad Goblin Games,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Adventure;Indie,-0.50365,-0.58556,-0.5958,0.51013,0.53953,20000-50000,-0.71702,10.0,368970
Force of Elements,2015-12-29,0.50962,"Wicked Fun, Inc.","Wicked Fun, Inc.",windows,-0.51125,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats,Action;Free to Play;Indie;Strategy;Early Access,Early Access;Free to Play;Strategy,-0.39433,-0.56829,-0.49309,-0.60557,-0.60643,20000-50000,-1.3254,10.0,368980
Despair,2015-05-12,0.50962,AGC,AGC,windows,-0.51125,Single-player;Steam Trading Cards,Action;Adventure;Indie,Indie;Horror;Action,-0.70668,-0.1962,3.03429,0.25546,0.36099,200000-500000,-1.15314,7.0,368990
Pongo,2015-05-11,0.50962,Drixy Games,Black Shell Media,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Stats,Action;Adventure;Casual;Indie;Strategy,Action;Casual;Indie,-0.58174,-0.4004,-0.20844,2.05432,2.1256,100000-200000,-1.15314,8.0,369000
Vinyl,2016-07-01,0.50962,Manipulation Machine,Manipulation Machine,windows,-0.51125,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Free to Play;Indie,Free to Play;Casual;Indie,-0.5505,-0.50399,-0.29941,-0.07197,-0.05836,50000-100000,-1.3254,9.0,369030
Amygdala,2015-07-15,0.50962,MachineSpirit,MachineSpirit,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Indie;Adventure,-0.5505,-0.58794,-0.55765,0.21503,0.23643,0-20000,0.19883,11.0,369060
Slain: Back from Hell,2016-03-24,0.50962,Andrew Gilmour,Digerati Distribution,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Pixel Graphics;Indie,-0.23815,-0.02593,0.55162,0.20695,0.22813,100000-200000,0.853,8.0,369070
Age of Survival,2015-08-25,0.50962,Seattletek,Seattletek,windows,-0.51125,Single-player;Multi-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie;Simulation;Early Access,Early Access;Survival;Simulation,-0.5505,-0.5796,-0.08225,-0.60557,-0.60643,0-20000,1.72524,11.0,369080
Predator Simulator,2015-05-15,0.50962,Imran Arafat,Reality Gameware,windows,-0.51125,Single-player;Partial Controller Support,Action;Adventure;Indie;Simulation,Action;Indie;Simulation,-0.70668,-0.57425,-0.47255,-0.60557,-0.60643,0-20000,-0.06284,11.0,369100
The Swindle,2015-07-28,0.50962,Size Five Games,Size Five Games,windows;mac,-0.51125,Single-player;Steam Achievements;Full controller support,Action;Indie;RPG,Indie;Action;RPG,-0.47242,-0.43553,-0.18789,-0.60557,-0.60643,20000-50000,1.28912,10.0,369110
Invisible Apartment Zero,2015-05-01,0.50962,Jeroen van Oosten;Milan Kazarka,Vysoko Anime Production,windows;mac;linux,-0.51125,Single-player,Adventure,Adventure;Visual Novel;Female Protagonist,-0.70668,-0.58913,-0.59287,-0.60557,-0.60643,0-20000,-0.86966,11.0,369120
SoulCraft,2015-06-01,0.50962,MobileBits,Headup Games,windows,-0.51125,Single-player;Steam Achievements;Full controller support,Action;Casual;Indie;RPG,Action;RPG;Casual,-0.06636,-0.56889,-0.47255,-0.60557,-0.60643,20000-50000,-0.45535,10.0,369180
Shoot 'Em Up Kit,2015-06-05,0.50962,Tall Studios,Tall Studios,windows,-0.51125,Partial Controller Support;Includes level editor,Animation & Modeling;Design & Illustration;Education;Utilities;Early Access,Early Access;Utilities;Animation & Modeling,-0.70668,-0.58437,-0.58993,-0.60557,-0.60643,0-20000,5.21418,11.0,369190
Megatect,2015-11-04,0.50962,Timedrop Studios,Timedrop Studios,windows,-0.51125,Single-player;Multi-player,Action;Casual;Indie;Simulation;Sports;Early Access,Early Access;Sports;Action,-0.70668,-0.57901,-0.60461,-0.60557,-0.60643,0-20000,-0.10645,11.0,369270
Hidden Mysteries: Titanic,2016-03-21,0.50962,Gunnar Games,GameMill Entertainment,windows,-0.51125,Single-player,Casual,Casual;Hidden Object;Point & Click,-0.70668,-0.58913,-0.59874,-0.60557,-0.60643,0-20000,-0.45535,11.0,369280
Airport Madness: World Edition,2015-05-28,0.50962,Big Fat Simulations Inc.,Big Fat Simulations Inc.,windows;mac,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Adventure,Adventure;Simulation;Casual,-0.11321,-0.48316,-0.49309,-0.60557,-0.60643,20000-50000,0.19883,10.0,369290
Monstro: Battle Tactics,2015-12-03,0.50962,Retrocade.net,Retrocade.net,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Indie;Strategy;Casual,-0.34747,-0.58377,-0.61341,-0.60557,-0.60643,0-20000,-0.2809,11.0,369310
Car Washer: Summer of the Ninja,2015-11-04,0.50962,Pen and Sword Games,Pen and Sword Games,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Indie;Action;Casual,-0.44118,-0.58853,-0.54885,0.33226,0.35684,0-20000,-0.45535,11.0,369360
Crossfire: Dungeons,2015-05-21,0.50962,Random Thoughts Entertainment,Random Thoughts Enterainment,windows,-0.51125,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Turn-Based Tactics;Turn-Based Strategy,-0.70668,-0.57782,-0.53124,1.39137,1.44467,0-20000,-0.71702,11.0,369370
Scourge of War: Waterloo,2015-11-19,0.50962,NorbSoftDev,Slitherine Ltd.,windows,-0.51125,Single-player;Multi-player;Co-op;Steam Trading Cards,Simulation;Strategy,Strategy;Simulation;Wargame,-0.70668,-0.53078,-0.52831,-0.60557,-0.60643,0-20000,5.21418,11.0,369390
Let the Cat in,2015-08-27,0.50962,Eforb,Eforb,windows;mac,-0.51125,Single-player;Steam Achievements;Steam Leaderboards;Steam Turn Notifications,Casual;Free to Play;Indie;Strategy,Free to Play;Female Protagonist;Story Rich,-0.37871,-0.11762,0.03514,-0.57727,-0.57736,200000-500000,-1.3254,7.0,369400
9 Clues 2: The Ward,2015-07-23,0.50962,Tap It Games,Artifex Mundi,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Hidden Object,-0.09759,-0.30515,-0.5019,0.10993,0.12848,50000-100000,0.19883,9.0,369420
Immortal: Unchained,2018-09-07,0.50962,Toadman Interactive,Toadman Interactive,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;RPG,RPG;Action;Adventure,-0.03512,-0.37838,-0.21137,-0.60557,-0.60643,0-20000,4.12389,11.0,369440
Professor Why™: The Quantum Eye,2015-12-01,0.50962,Professor Why,Professor Why,windows;mac;linux,-0.51125,Single-player;Full controller support;Steam Cloud,Indie;Simulation;Early Access,Early Access;Indie;Simulation,-0.70668,-0.59032,-0.60167,-0.60557,-0.60643,0-20000,0.19883,11.0,369460
Void Destroyer 2,2016-09-22,0.50962,Iteration 11,Iteration 11,windows,-0.51125,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Strategy;Indie,-0.44118,-0.47423,-0.56059,-0.60557,-0.60643,0-20000,1.07106,11.0,369530
Blacksea Odyssey,2016-06-01,0.50962,Blacksea Odyssey,Spiral Summit Games,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Twin Stick Shooter,-0.40994,-0.50519,-0.54005,-0.60557,-0.60643,20000-50000,0.19883,10.0,369550
The Story Goes On,2018-03-02,0.50962,Scarecrow Arts,Scarecrow Arts,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie,Indie;Action;Casual,-0.25377,-0.53793,-0.5782,-0.60557,-0.60643,0-20000,-0.06284,11.0,369560
Spectra,2015-07-10,0.50962,Gateway Interactive,Mastertronic,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Indie;Racing,Indie;Racing,-0.285,-0.57722,-0.58993,-0.60557,-0.60643,0-20000,-0.01923,11.0,369570
NotTheNameWeWanted,2015-07-02,0.50962,NotGames,NotGames,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Casual,Memes;Parody ;Funny,-0.09759,0.89983,0.41663,-0.53685,-0.53584,100000-200000,-0.89147,8.0,369580
Treeker: The Lost Glasses,2015-05-13,0.50962,Fernando Paulo,Fernando Paulo,windows,-0.51125,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Adventure;First-Person,-0.70668,-0.57603,-0.57233,-0.60557,-0.60643,0-20000,0.02438,11.0,369640
Tanzia,2019-03-28,0.50962,Arcanity Inc,Arcanity Inc,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG,RPG;Action;Indie,-0.42556,-0.57186,-0.61341,-0.60557,-0.60643,0-20000,2.05233,11.0,369700
Toonstruck,2016-11-15,0.50962,Burst,Interplay Entertainment Corp.,windows,-0.51125,Single-player,Adventure,Adventure;Point & Click;FMV,-0.70668,-0.54448,-0.60461,-0.60557,-0.60643,0-20000,0.19883,11.0,369830
Brain Guzzler,2015-05-14,0.50962,Flaming Pumpkin Ltd,Flaming Pumpkin Ltd,windows,-0.51125,Single-player;Steam Achievements;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual,-0.50365,-0.59151,-0.61048,-0.60557,-0.60643,0-20000,-1.15314,11.0,369860
Riddled Corpses,2015-06-02,0.50962,Daniel Fernandez Chavez,Diabolical Mind,windows;mac;linux,-0.51125,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG,Action;Indie;Adventure,-0.47242,-0.51531,-0.47255,2.56366,2.64875,20000-50000,-0.10645,10.0,369890
"Gremlins, Inc.",2016-03-10,0.50962,Alexey Bokulev;Sergei Klimov;Charlie Oscar Lima Tango Interactive Entertainment,The Merchant Guild of Rund (Limited),windows;mac;linux,-0.51125,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,Indie;Strategy,Board Game;Strategy;Card Game,0.85508,1.32848,0.99475,0.17461,0.89245,200000-500000,1.9433,7.0,369990
